,Acidity,Aftertaste,Aroma,Bag Weight,Balance,Body,Category.One.Defects,Category.Two.Defects,Clean Cup,Color,Company,Country of Origin,Cupper Points,Expiration,Farm Name,Flavor,Grading Date,Harvest Year,ICO Number,In-Country Partner,Mill,Moisture,Number of Bags,Processing Method,Producer,Region,Species,Sweetness,Uniformity,Variety,altitude_high_meters,altitude_low_meters,altitude_mean_meters,quality_score
730,7.5,7.42,7.58,60 kg,7.42,7.5,0,2,10.0,Green,nucoffee,Brazil,7.42,"April 11th, 2013",Sitío Santa Luzia,7.5,"April 11th, 2012",2012,002/1251/0243,NUCOFFEE,,0.12,16,Natural / Dry,José Malagutti,grama valley,Arabica,10.0,10.0,Mundo Novo,1100.0,1100.0,1100.0,82.33
731,7.33,7.33,8.0,1 kg,7.67,7.08,0,0,10.0,Green,eczcafe fino s.a. de c.v.,Mexico,7.83,"March 5th, 2013",CAFETAL SANTA MARIA,7.75,"March 5th, 2012",2012,1405830166,AMECAFE,cafetal santa maria,0.11,10,Washed / Wet,MARIA LUISA DELCARMEN ROJAS NARVAEZ,santa catarina juquila,Arabica,10.0,9.33,Typica,1400.0,1200.0,1300.0,82.33
732,7.58,7.25,7.58,60 kg,7.5,7.42,0,2,10.0,Green,nucoffee,Brazil,7.42,"February 16th, 2013",Café Citrus,7.58,"February 17th, 2012",2012,002/1251/0247,NUCOFFEE,,0.11,44,Washed / Wet,José Alberto dos Santos,south of minas,Arabica,10.0,10.0,Mundo Novo,950.0,950.0,950.0,82.33
733,7.25,7.33,7.83,70 kg,7.42,7.58,0,0,10.0,Green,carcafe ltda,Colombia,7.33,"January 30th, 2013",,7.58,"January 31st, 2012",2012,3-59-0787,Almacafé,,0.0,250,Natural / Dry,JAIME PULIDO / ERMILSON RAMOS,huila,Arabica,10.0,10.0,Caturra,442.0,442.0,442.0,82.33
734,7.42,7.25,7.58,5 kg,7.33,7.67,2,10,10.0,Green,klem organics coffee,Brazil,7.5,"November 15th, 2018",FAZENDAS KLEM LTDA,7.5,"November 15th, 2017",,002/1566/0003,Specialty Coffee Association,dry mill,0.09,1062,Washed / Wet,NAGIPE VIANA KLEM,brazil matas de minas,Arabica,10.0,10.0,Catuai,1100.0,1100.0,1100.0,82.25
735,7.17,7.0,7.0,10 kg,7.0,7.0,0,0,10.0,Blue-Green,宸嶧國際,Taiwan,10.0,"February 13th, 2018",眉泉莊園        ,7.08,"February 13th, 2017",2016/2017,,Blossom Valley International,台中市新社區新社里中和街4段88號        ,0.1,1,,林玲美0918232039        ,,Arabica,10.0,10.0,,,,,82.25
736,7.67,7.25,7.67,69 kg,7.42,7.42,0,2,10.0,Green,mercon guatemala s.a.,Guatemala,7.33,"August 31st, 2017",LINDA VISTA,7.5,"August 31st, 2016",2016,11/973/158,Asociacion Nacional Del Café,beneficio humedo,0.11,275,Washed / Wet,PABLO CHUY,nuevo oriente,Arabica,10.0,10.0,Pacas,1450.0,1450.0,1450.0,82.25
737,7.08,7.5,7.42,2 kg,7.42,7.5,0,9,10.0,Green,ipanema coffees,Brazil,7.67,"October 7th, 2016",Rio Verde,7.67,"October 8th, 2015",2015/2016,002/4177/0150,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,180,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,82.25
738,7.67,7.5,7.58,1 kg,8.42,7.83,0,0,9.33,Green,consejo salvadoreño del café,El Salvador,7.58,"July 7th, 2016",Zapato de Mico,7.67,"July 8th, 2015",2014,391,Salvadoran Coffee Council,tuxpal,0.12,275,Washed / Wet,"Tropical Farm Management El Salvador, S.A. de C.V.",apaneca,Arabica,9.33,9.33,Bourbon,1500.0,1500.0,1500.0,82.25
739,7.58,7.42,7.58,1 kg,7.42,7.42,0,2,10.0,Green,cadexsa,Honduras,7.33,"April 14th, 2016",Bethel,7.5,"April 15th, 2015",2015,13-63-206,Instituto Hondureño del Café,cadexsa,0.11,275,Washed / Wet,Omar Acosta,marcala,Arabica,10.0,10.0,Catuai,1350.0,1350.0,1350.0,82.25
740,7.42,7.33,7.58,60 kg,7.5,7.58,0,0,10.0,Blue-Green,mzuzu coffee planters coop union,Malawi,7.42,"November 4th, 2015",Kachere,7.42,"November 4th, 2014",2014,C20,Africa Fine Coffee Association,mzuzu coffee coop union,0.13,10,Washed / Wet,Mzuzu Coffee Coop Union,mzuzu,Arabica,10.0,10.0,Gesha,1180.0,1180.0,1180.0,82.25
741,7.42,7.42,7.75,2 kg,7.33,7.33,0,0,10.0,Green,ipanema coffees,Brazil,7.42,"October 16th, 2015",Rio Verde,7.58,"October 16th, 2014",2014/2015,002/1660/0065,Specialty Coffee Association,ipanema coffees,0.11,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Bourbon,1100.0,1100.0,1100.0,82.25
742,7.5,7.5,7.5,60 kg,7.5,7.5,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.25,"December 26th, 2014",Guo xing ka fei wang 國姓咖啡王咖啡莊園,7.5,"December 26th, 2013",2013/2014,,Blossom Valley International,guo xin ka fei 國昕咖啡,0.11,35,Washed / Wet,Lin yu tang 林玉堂,nantou,Arabica,10.0,10.0,Typica,650.0,650.0,650.0,82.25
743,7.42,7.42,7.58,1 kg,7.42,7.42,0,4,10.0,Blue-Green,,Mexico,7.42,"July 19th, 2014",FINCA HUEHUETECPAM,7.58,"July 19th, 2013",2013,1104387103,AMECAFE,"cosautlan de carvajal, veracruz, méxico",0.12,150,Washed / Wet,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,veracruz,Arabica,10.0,10.0,Mundo Novo,1338.0,1338.0,1338.0,82.25
744,7.67,7.5,7.33,100 lbs,7.42,7.5,0,1,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.42,"May 3rd, 2014",,7.42,"May 3rd, 2013",2013,KF3150140,Specialty Coffee Association,,0.0,6,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,82.25
745,7.17,7.5,7.58,1 kg,7.42,7.42,3,8,10.0,None,,Mexico,7.58,"September 27th, 2013",OMICUATLA,7.58,"September 27th, 2012",2012,842046,AMECAFE,comitla,0.16,10,Washed / Wet,FELIX DE LA CRUZ CASIMIRO,"calnali, hidalgo",Arabica,10.0,10.0,Bourbon,533.0,533.0,533.0,82.25
746,7.58,7.33,7.5,69 kg,7.33,7.67,0,2,10.0,Green,"siembras vision, s.a. / ing. jorge bolaños",Guatemala,7.33,"September 19th, 2013",FINCA MEDINA,7.5,"September 19th, 2012",2012,11-11711-19,Asociacion Nacional Del Café,finca medina,0.11,275,Washed / Wet,"SIEMBRAS VISION, S.A.",antigua,Arabica,10.0,10.0,Bourbon,1390.8024,1390.8024,1390.8024,82.25
747,7.67,7.42,7.5,1 kg,7.42,7.33,0,3,10.0,Green,finca los barreales,Mexico,7.33,"August 31st, 2013",LOS BARREALES 1112LBGR7230412,7.58,"August 31st, 2012",2012,0,AMECAFE,finca los barreales,0.13,10,Washed / Wet,MANUEL HERRERA JUAREZ,veracruz,Arabica,10.0,10.0,Bourbon,1170.0,1170.0,1170.0,82.25
748,7.5,7.33,7.67,1 kg,7.42,7.42,0,13,10.0,Green,,Mexico,7.33,"August 30th, 2013",JAMAICA,7.58,"August 30th, 2012",2012,1405818311,AMECAFE,"finca jamaica, san gabriel mixtepec, juquila, oaxaca",0.12,40,Washed / Wet,GUILLERMO ROJAS SALDAÑA,juquila,Arabica,10.0,10.0,Typica,1250.0,1250.0,1250.0,82.25
749,7.5,7.33,7.75,1 kg,7.5,7.5,2,5,10.0,Green,atlantic specialty coffee,El Salvador,7.33,"August 21st, 2013",,7.33,"August 21st, 2012",2012,009/0060/45L2,Specialty Coffee Association,,0.0,288,Washed / Wet,,,Arabica,10.0,10.0,Other,,,,82.25
750,7.67,7.42,7.33,1 kg,7.5,7.33,0,0,10.0,Green,,Mexico,7.42,"July 11th, 2013",CHILCUATLA,7.58,"July 11th, 2012",2012,1102751473,AMECAFE,cafetalera la cuchilla,0.11,250,Washed / Wet,SERGIO DE LA VEQUIA BERNARDI,veracruz,Arabica,10.0,10.0,Typica,1100.0,1100.0,1100.0,82.25
751,7.58,7.42,7.42,1 kg,7.5,7.42,0,3,10.0,Green,organizaciones de productores de cafe colimense sa de cv,Mexico,7.42,"April 2nd, 2013",COMUNIDAD DE CANOAS,7.5,"April 2nd, 2012",2012,2671,AMECAFE,productos organicos de canoas spr de rl,0.1,250,Washed / Wet,COOP,canoas,Arabica,10.0,10.0,Typica,900.0,900.0,900.0,82.25
752,7.33,7.67,7.5,70 kg,7.33,7.58,0,1,10.0,Green,exportadora de cafe condor s.a,Colombia,7.42,"February 21st, 2013",,7.42,"February 22nd, 2012",2012,3-68-0088,Almacafé,trilladora boananza,0.12,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,82.25
753,7.33,7.33,7.67,70 kg,7.5,7.5,0,0,10.0,Green,c.i.racafe & cia s.c.a,Colombia,7.58,"February 8th, 2013",,7.33,"February 9th, 2012",2012,3-37-0663,Almacafé,,0.11,100,Washed / Wet,La Plata,huila,Arabica,10.0,10.0,Caturra,1950.0,1600.0,1775.0,82.25
754,7.0,7.42,7.67,60 kg,7.58,7.5,0,1,10.0,Green,nucoffee,Brazil,7.5,"January 22nd, 2013",Caxambu,7.58,"January 23rd, 2012",2012,002/1251/0183,NUCOFFEE,,0.12,84,Natural / Dry,Carmem Lucia Chaves de Brito,,Arabica,10.0,10.0,Arusha,,,,82.25
755,7.25,7.58,7.17,70 kg,7.67,7.58,0,2,10.0,,,Colombia,7.75,"February 29th, 2012",,7.25,"March 1st, 2011",,3-37-1979,Almacafé,,0.22,149,,,cauca,Arabica,10.0,10.0,,,,,82.25
756,7.42,7.5,7.42,60 kg,7.5,7.42,0,5,10.0,Green,ipanema coffees,Brazil,7.5,"August 16th, 2017",Fazenda Capoeirinha,7.42,"August 16th, 2016",2016,002/1660/0105,Brazil Specialty Coffee Association,dry mill,0.11,320,Natural / Dry,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Bourbon,934.0,934.0,934.0,82.17
757,7.42,7.17,7.5,69 kg,7.5,7.5,0,2,10.0,Bluish-Green,cigrah s.a de c.v,Honduras,7.58,"June 9th, 2017",Las Cuchillas,7.5,"June 9th, 2016",2015,13-111-054,Instituto Hondureño del Café,dry mill,0.11,200,Washed / Wet,Nahun Maldonado,comayagua,Arabica,10.0,10.0,Caturra,1500.0,1500.0,1500.0,82.17
758,7.42,7.33,7.5,69 kg,7.42,7.5,0,1,10.0,Green,"beneficiadora norteña de cafe, s. a. (bencafe)",Nicaragua,7.5,"March 15th, 2017",EL BRIGADUM - LA CORONELA,7.5,"March 15th, 2016",,16042,Instituto Hondureño del Café,dry mill,0.1,275,,MARCIO ALBERTO RIVERA CASTELLON,jinotega,Arabica,10.0,10.0,,1000.0,1000.0,1000.0,82.17
759,7.33,7.42,7.58,80 kg,7.42,7.5,1,6,10.0,Green,tawoca,"Tanzania, United Republic Of",7.5,"November 15th, 2016",Langiro farm group,7.42,"November 16th, 2015",2015,CA058,Africa Fine Coffee Association,mbinga,0.13,30,Washed / Wet,Langiro farm group,ruvuma,Arabica,10.0,10.0,Bourbon,1800.0,1500.0,1650.0,82.17
760,7.5,7.42,7.42,60 kg,7.33,7.5,0,1,10.0,Green,ibero tanzania,"Tanzania, United Republic Of",7.58,"October 19th, 2016",,7.42,"October 20th, 2015",2015/2016,3881832/P1412427,Tanzanian Coffee Board,,0.12,300,Washed / Wet,,northern,Arabica,10.0,10.0,Other,1600.0,1600.0,1600.0,82.17
761,7.33,7.42,6.92,2 kg,7.5,7.83,0,1,10.0,Green,ipanema coffees,Brazil,7.58,"October 7th, 2016",Rio Verde,7.58,"October 8th, 2015",2015/2016,002/4177/0164,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,82.17
762,7.75,7.17,7.42,1 kg,7.67,7.25,0,0,10.0,Bluish-Green,doi tung development project,Thailand,7.5,"June 8th, 2016",,7.42,"June 9th, 2015",2014,49881,Specialty Coffee Association,,0.12,1,Washed / Wet,Doi Tung Development Project,thailand,Arabica,10.0,10.0,,800.0,800.0,800.0,82.17
763,7.42,7.25,7.67,1 kg,7.42,7.58,0,2,10.0,Green,cadexsa,Honduras,7.33,"April 14th, 2016",Bethel,7.5,"April 15th, 2015",2015,13-63-206,Instituto Hondureño del Café,cadexsa,0.11,275,Washed / Wet,Omar Acosta,marcala,Arabica,10.0,10.0,Catuai,1350.0,1350.0,1350.0,82.17
764,7.5,7.5,7.42,69 kg,7.5,7.42,0,4,10.0,Blue-Green,essence coffee,Guatemala,7.42,"March 20th, 2016",Blue Lake,7.42,"March 21st, 2015",2014,11873168,Blossom Valley International,,0.09,250,Washed / Wet,,atitlan,Arabica,10.0,10.0,Bourbon,1500.0,1500.0,1500.0,82.17
765,7.25,7.42,7.58,60 kg,7.42,7.5,0,1,10.0,Green,bourbon specialty coffees,Brazil,7.5,"January 15th, 2016",,7.5,"January 15th, 2015",2014,002/4542/0274,Brazil Specialty Coffee Association,,0.12,300,Natural / Dry,,cerrado,Arabica,10.0,10.0,Mundo Novo,,,,82.17
766,7.58,7.42,7.75,60 kg,7.42,7.33,0,1,10.0,Green,tembo coffee company ltd,"Tanzania, United Republic Of",7.25,"December 15th, 2015",Ilomba 2,7.42,"December 15th, 2014",2014,C33,Africa Fine Coffee Association,tembo coffee company ltd,0.12,10,Washed / Wet,Tembo Coffee Company Ltd,"ilomba vilage, mbozi",Arabica,10.0,10.0,Other,1700.0,1700.0,1700.0,82.17
767,7.42,7.17,7.42,1 kg,8.17,7.33,0,0,10.0,Green,"café andrade, s.a. de c.v.",Mexico,7.33,"July 15th, 2015",EL PINO,7.33,"July 15th, 2014",2013,0,AMECAFE,"el pino, cosautlan de carvajal",0.12,200,Washed / Wet,JOSÉ LUIS ANDRADE SANDARA,veracruz,Arabica,10.0,10.0,Other,1100.0,1100.0,1100.0,82.17
768,7.42,7.33,7.5,2 kg,7.42,7.5,1,1,10.0,None,lusso coffee lab,Mexico,7.5,"April 10th, 2015",,7.5,"April 10th, 2014",2013,NONE,Specialty Coffee Association,,0.1,2,Washed / Wet,Union Ramal Santa Cruz,"la concordia, chiapas",Arabica,10.0,10.0,Other,1600.0,1200.0,1400.0,82.17
769,7.5,7.5,7.5,60 kg,7.5,7.5,0,0,10.0,Green,blossom valley宸嶧國際,Taiwan,7.17,"December 26th, 2014",Song Yue Coffee 嵩岳咖啡,7.5,"December 26th, 2013",2013/2014,,Blossom Valley International,song yue coffee 嵩岳咖啡,0.11,60,Other,Guo Zhang Sheng 郭章盛,yunlin 雲林縣石壁,Arabica,10.0,10.0,Typica,1200.0,1200.0,1200.0,82.17
770,7.17,7.5,7.67,10 kg,7.58,7.17,0,0,10.0,Green,"red on tree co., ltd.",Taiwan,7.58,"May 29th, 2014",Kan Tou Mountain Coffee 崁頭山咖啡館,7.5,"May 29th, 2013",2012,Taiwan,Specialty Coffee Association,kan tou mountain coffee 崁頭山咖啡館,0.0,80,Washed / Wet,Jufeng-Tseng 曾如楓,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,10.0,Typica,800.0,800.0,800.0,82.17
771,7.58,7.25,7.33,70 kg,7.5,7.75,0,1,10.0,Bluish-Green,exportadora de cafe condor s.a,Colombia,7.5,"March 20th, 2014",,7.25,"March 20th, 2013",2013,3-68-0144,Almacafé,triladora bonanza,0.0,250,Washed / Wet,,huila,Arabica,10.0,10.0,Caturra,1750.0,1750.0,1750.0,82.17
772,7.5,7.0,7.5,1 kg,7.5,7.33,1,9,10.0,None,,Mexico,7.67,"September 27th, 2013",EL NANCHI,7.67,"September 27th, 2012",2012,1702764973,AMECAFE,"buenas vista, municipio de san bartolo tutotepec",0.15,10,Washed / Wet,AVILA MARTINEZ ADOLFO,san bartolo tutotepec,Arabica,10.0,10.0,Typica,1144.0,1144.0,1144.0,82.17
773,7.75,7.0,7.25,1 kg,7.75,8.17,0,2,10.0,None,the coffee source inc.,Guatemala,7.17,"August 2nd, 2013",,7.75,"August 2nd, 2012",2012,11/00183/00020,Specialty Coffee Association,,0.12,250,Washed / Wet,Several producers,oriente,Arabica,9.33,10.0,Caturra,1350.0,1350.0,1350.0,82.17
774,7.5,7.25,7.5,1 kg,7.33,7.5,0,4,10.0,Green,,Mexico,7.5,"July 11th, 2013",LAS TRUCHAS,7.58,"July 11th, 2012",2012,3196666,AMECAFE,las truchas,0.12,200,Washed / Wet,SALVADOR CARO CARRION,altotonga,Arabica,10.0,10.0,Typica,1000.0,1000.0,1000.0,82.17
775,7.5,7.5,7.0,1 kg,7.5,7.42,0,1,10.0,Green,organizaciones de productores de cafe colimense sa de cv,Mexico,7.58,"July 2nd, 2013","LA CALERA, BARRANCA DE LA LEONA, EL NOGAL",7.67,"July 2nd, 2012",2012,"70381402, 70381402, 703815394",AMECAFE,beneficio productores organicos de cnoas s.p.r. de r.l.,0.1,60,Washed / Wet,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",colima,Arabica,10.0,10.0,Typica,1200.0,1200.0,1200.0,82.17
776,7.17,7.42,7.58,70 kg,7.75,7.17,0,0,10.0,,,Colombia,7.42,"February 9th, 2012",,7.67,"February 9th, 2011",4T/10,3-68-0154,Almacafé,trilladora bonanza - armenia quindioa,0.08,250,,,huila,Arabica,10.0,10.0,,1800.0,1800.0,1800.0,82.17
777,7.42,7.42,7.5,1 kg,7.42,7.5,0,3,10.0,,pt. shriya artha nusantara,Indonesia,7.33,"August 3rd, 2018",Vary,7.5,"August 3rd, 2017",2017,,Specialty Coffee Association of Indonesia,bener meriah - gayo,0.15,2,Washed / Wet,Various Farms,aceh gayo,Arabica,10.0,10.0,Bourbon,1300.0,1300.0,1300.0,82.08
778,7.67,7.42,7.75,70 kg,7.58,7.83,0,6,9.33,Green,skn caribecafe ltda,Colombia,7.58,"February 20th, 2018",,7.58,"February 20th, 2017",2016,03-05-0846,Almacafé,san josé / neiva,0.0,275,Washed / Wet,,huila,Arabica,10.0,9.33,Caturra,,,,82.08
779,7.5,7.42,7.42,60 kg,7.25,7.42,0,3,10.0,Green,ipanema coffees,Brazil,7.5,"August 16th, 2017",Fazenda Capoeirinha,7.58,"August 16th, 2016",2016,002/1660/0105,Brazil Specialty Coffee Association,dry mill,0.11,320,Natural / Dry,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Bourbon,894.0,894.0,894.0,82.08
780,7.58,7.58,7.25,2 kg,7.92,7.25,0,1,10.0,Green,ipanema coffees,Brazil,7.25,"October 7th, 2016",Rio Verde,7.25,"October 8th, 2015",2015/2016,002/4177/0150,Brazil Specialty Coffee Association,ipanema comercial e exportadora sa,0.0,320,Natural / Dry,Ipanema Agrícola SA,south of minas,Arabica,10.0,10.0,Yellow Bourbon,1.0,1.0,1.0,82.08
781,7.25,7.42,7.75,350 kg,7.42,7.17,0,0,10.0,Blue-Green,"cafetalera internacional cafinter, s.a.",Costa Rica,7.67,"April 9th, 2016",EL PATALILLO,7.42,"April 10th, 2015",2015,5-019-0060,Specialty Coffee Association of Costa Rica,el patalillo,0.0,275,Washed / Wet,JOSE FRANCISCO GONZALEZ,tres rios,Arabica,10.0,10.0,Caturra,1400.0,1200.0,1300.0,82.08
782,7.42,7.42,7.42,2 kg,7.58,7.5,0,5,10.0,Green,volcafe/taylorwinch tanzania ltd,"Tanzania, United Republic Of",7.42,"March 24th, 2016",AMPCG,7.33,"March 25th, 2015",2014,4,Tanzanian Coffee Board,dae ltd,0.12,300,Washed / Wet,AMPCG,kilimanjaro,Arabica,10.0,10.0,Bourbon,1500.0,1500.0,1500.0,82.08
783,7.33,7.5,7.42,60 kg,7.5,7.33,0,3,10.0,Green,ngorogoro convenant estate,"Tanzania, United Republic Of",7.5,"January 8th, 2016",Ngorogoro Convenant Estate,7.5,"January 8th, 2015",2014,C19,Africa Fine Coffee Association,ngorogoro convenant estate,0.12,1,Washed / Wet,Ngorogoro Convenant Estate,ngorogoro,Arabica,10.0,10.0,Other,1700.0,1500.0,1600.0,82.08
784,7.42,7.42,7.5,5 lbs,7.42,7.67,1,0,10.0,Green,cafe politico,Colombia,7.25,"September 12th, 2015",,7.42,"September 12th, 2014",2013,3-59-1656,Specialty Coffee Association,,0.11,1,Washed / Wet,,,Arabica,10.0,10.0,,,,,82.08
785,7.33,7.33,7.58,69 kg,7.67,7.5,0,2,10.0,Green,"ceca,s.a.",Costa Rica,7.33,"March 21st, 2015",Cafetalera Aquiares,7.33,"March 21st, 2014",2013,5-025-0101,Specialty Coffee Association of Costa Rica,cafetalera aquiares,0.11,150,Washed / Wet,Cafetalera Aquiares,turrialba,Arabica,10.0,10.0,Caturra,13.0,13.0,13.0,82.08
786,7.25,7.58,7.25,100 lbs,7.42,7.5,0,0,10.0,Bluish-Green,kona pacific farmers cooperative,United States (Hawaii),7.5,"November 26th, 2013",,7.58,"November 26th, 2012",2012,230035,Specialty Coffee Association,,0.11,4,Natural / Dry,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,82.08
787,7.33,7.5,7.42,1 kg,7.42,7.42,0,7,10.0,Green,,Mexico,7.42,"September 10th, 2013","CAFETAL EL EQUIMITE, RANCHO AGROECOLÓGICO",7.58,"September 10th, 2012",2012,0,AMECAFE,"cafetal el equimite, rancho agroecológico",0.13,35,Washed / Wet,GIBRAN LEONARDO CERVANTES COVARRUBIAS,coatepec,Arabica,10.0,10.0,Typica,1300.0,1300.0,1300.0,82.08
788,7.5,7.42,7.5,1 kg,7.5,7.25,3,13,10.0,Green,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,Mexico,7.5,"August 30th, 2013",,7.42,"August 30th, 2012",2012,0,AMECAFE,"tapachula, chiapas",0.13,250,Washed / Wet,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,tapachula,Arabica,10.0,10.0,Typica,1800.0,1800.0,1800.0,82.08
789,7.58,7.25,7.67,1 kg,7.33,7.42,0,11,10.0,Green,,Mexico,7.33,"July 26th, 2013",BOLA DE ORO,7.5,"July 26th, 2012",2012,1104362837,AMECAFE,"coatepec, ver",0.11,15,Washed / Wet,ROSA AURORA FALCON FERNANDEZ,coatepec,Arabica,10.0,10.0,Typica,1250.0,1250.0,1250.0,82.08
790,7.08,7.17,7.67,2 kg,7.08,7.67,0,2,10.0,Green,royal base corporation,Vietnam,7.42,"July 23rd, 2013","Apollo Co., LTd.",8.0,"July 23rd, 2012",2012,,Specialty Coffee Association,"apollo co., ltd.",0.12,1,Natural / Dry,"Apollo Co., LTd.",don duong,Arabica,10.0,10.0,Other,1040.0,1040.0,1040.0,82.08
791,7.75,7.25,7.58,1 kg,7.42,7.33,0,1,10.0,Green,,Mexico,7.33,"July 11th, 2013",TOMATLANCILLO,7.42,"July 11th, 2012",2012,1102751467,AMECAFE,cafetalera la cuchilla,0.11,250,Washed / Wet,RAMIRO DE LA VEQUIA BERNARDI,veracruz,Arabica,10.0,10.0,Typica,1250.0,1250.0,1250.0,82.08
792,7.58,7.33,7.33,100 lbs,7.83,7.08,0,2,10.0,Green,cqi,United States (Hawaii),7.42,"February 22nd, 2013",,7.5,"February 23rd, 2012",2012,2200302,Specialty Coffee Association,,0.1,10,Washed / Wet,,kona,Arabica,10.0,10.0,Hawaiian Kona,,,,82.08
793,7.33,7.67,7.67,70 kg,7.58,7.25,1,5,10.0,,,Colombia,7.17,"April 17th, 2012",,7.42,"April 18th, 2011",January 2011,3-059-1329,Almacafé,,0.08,275,,Carlos Pechene / Jesús Pechene / Flor Chacón,cauca,Arabica,10.0,10.0,,1600.0,1600.0,1600.0,82.08
794,7.5,7.17,7.5,69 kg,7.42,7.5,0,1,10.0,Green,cigrah s.a de c.v,Honduras,7.42,"June 1st, 2018",Las Moras,7.5,"June 1st, 2017",2017,13-111-024,Instituto Hondureño del Café,cigrah s.a de c.v.,0.12,275,Washed / Wet,Santos Fonseca,el paraíso,Arabica,10.0,10.0,Caturra,1600.0,1600.0,1600.0,82.0
795,7.33,7.25,7.5,69 kg,7.5,7.42,0,7,10.0,Green,cigrah s.a de c.v,Honduras,7.5,"April 6th, 2018",Las Moras,7.5,"April 6th, 2017",2016,13-111-024,Instituto Hondureño del Café,cigrah s.a de c.v.,0.1,275,Natural / Dry,Santos Fonseca,guinope el paraíso,Arabica,10.0,10.0,Caturra,1600.0,1600.0,1600.0,82.0
796,7.5,7.42,7.5,60 kg,7.42,7.33,0,3,10.0,Green,ipanema coffees,Brazil,7.5,"August 16th, 2017",Capoeirinha Farm,7.33,"August 16th, 2016",2016,002/1660/0105,Brazil Specialty Coffee Association,dry mill,0.11,230,Natural / Dry,Ipanema Agricola,south of minas,Arabica,10.0,10.0,Bourbon,944.0,944.0,944.0,82.0
797,7.42,7.33,7.67,80 kg,7.42,7.42,0,20,10.0,Green,tawoca,"Tanzania, United Republic Of",7.42,"November 15th, 2016",Family farm,7.33,"November 16th, 2015",2015,CA006,Africa Fine Coffee Association,,0.13,2,Washed / Wet,Mr & Mrs Didas Mallya,kilimanjaro,Arabica,10.0,10.0,Other,1800.0,1500.0,1650.0,82.0
798,7.33,7.25,7.42,2 kg,7.5,7.5,0,0,10.0,Blue-Green,kettles coffee roasters,Laos,7.5,"November 4th, 2016",Club Green,7.5,"November 5th, 2015",2015,105,Specialty Coffee Institute of Asia,club green,0.12,1,Washed / Wet,HanYong Choi,lao p.d.r.,Arabica,10.0,10.0,Other,1250.0,1250.0,1250.0,82.0
799,7.58,7.33,7.42,60 kg,7.42,7.33,0,3,10.0,Green,finca estate,"Tanzania, United Republic Of",7.5,"December 18th, 2015",Finca Estate,7.42,"December 18th, 2014",2014,C42,Africa Fine Coffee Association,finca estate,0.12,1,Washed / Wet,Finca Estate,meru,Arabica,10.0,10.0,Other,1400.0,1300.0,1350.0,82.0
800,7.58,7.33,7.5,60 kg,7.5,7.33,0,1,10.0,Bluish-Green,mzuzu coffee planters coop union,Malawi,7.33,"October 31st, 2015",Chikali,7.42,"October 31st, 2014",2014,C120,Africa Fine Coffee Association,mzuzu coffee coop union,0.13,16,Washed / Wet,Mzuzu Coffee Coop Union,mzuzu,Arabica,10.0,10.0,Gesha,2500.0,2500.0,2500.0,82.0
801,7.42,7.17,7.33,20 kg,7.33,7.5,0,0,10.0,Green,"red on tree co., ltd.",Taiwan,7.75,"July 22nd, 2015","You Siang Coffee FarmTainan, Taiwan 台灣台南優香咖啡",7.5,"July 22nd, 2014",2013,Taiwan,Specialty Coffee Association,"you siang coffee farmtainan, taiwan 台灣台南優香咖啡",0.09,50,Washed / Wet,Chen Jin Lin 陳金璘,"dongshan dist., tainan city 臺南市東山區",Arabica,10.0,10.0,Typica,600.0,600.0,600.0,82.0
802,7.42,7.42,7.58,1 kg,7.42,7.33,0,0,10.0,Green,doi tung development project,Thailand,7.33,"June 20th, 2015",,7.5,"June 20th, 2014",2013,10704180,Specialty Coffee Association,doi tung development project,0.11,1,Washed / Wet,Doi Tung Development Project,thailand,Arabica,10.0,10.0,,800.0,800.0,800.0,82.0
803,7.33,7.33,7.5,1 kg,7.5,7.75,0,4,10.0,Green,coricafe s.a.,Costa Rica,7.33,"June 9th, 2015",VARIOS,7.25,"June 9th, 2014",2013,5-0048-0144,Specialty Coffee Association of Costa Rica,coricafe sa,0.1,250,Washed / Wet,VARIOS,central valley,Arabica,10.0,10.0,Catuai,1400.0,1200.0,1300.0,82.0
